# form	pos	lemma	sense	freq
མགྲིན་པ	NOUN			
མགྲིན་པ་	NOUN			
མགྲིན་བཅུ་	PROPN			
མགྲིན་རྒྱན་	OTHER			
མགྲིན་སྒྲ་	OTHER			
མགྲིན་སྔོན་	PROPN			
མགྲོང་ཁ་	OTHER			
མགྲོན་	NOUN			
མགྲོན་ཁ་	NOUN			
མགྲོན་ཁང་	NOUN			
མགྲོན་ཆང་	NOUN			
མགྲོན་པོ་	OTHER			
མང	VERB			
མང་	VERB			
མང་གཙོ	OTHER			
མང་གཙོ་	OTHER			
མང་ཉུང་	NOUN			
མང་ཐོས་	NOUN			
མང་ཐོས་ཚུལ་	NOUN			
མང་དག་	NOUN			
མང་པ	VERB			
མང་པོ	ADJ			
མང་པོ་	ADJ			
མང་པོས་བཀུར་བ	NOUN			
མང་པོས་བཀུར་བ་པ་	NOUN			
མང་བ	VERB			
མང་བ་	VERB			
མང་བསྡུས་	OTHER			
མང་བུ་	OTHER			
མང་བོ	ADJ			
མང་མཁར་	PROPN			
མང་མཁར་མུ་གུ་ལུང་	PROPN			
མང་ཙམ་	OTHER			
མང་ཚོགས་	OTHER			
མང་འདུས་	OTHER			
མང་ཡང་	OTHER			
མང་ཡུལ་	PROPN			
མང་ཡུལ་གུང་ཐང་	PROPN			
མང་ཡུལ་བྱམས་སྤྲིན	PROPN			
མང་ཡོངས་	OTHER			
མང་ར	OTHER			
མང་རབ་	ADJ			
མང་རོང་མང་བཙན	PROPN			
མང་སྤྲོ་	OTHER			
མང་སྦྱོར་	OTHER			
མངག་གཞུག་	NOUN			
མངག་གཞུག་མ་	NOUN			
མངགས་	VERB			
མངགས་པ	VERB			
མངད་	VERB			
མངད་པ་	VERB			
མངའ	VERB			
མངའ་	VERB			
མངའ་ཁོངས་	OTHER			
མངའ་གསོལ་	OTHER			
མངའ་ཐང་	NOUN			
མངའ་པ	VERB			
མངའ་བ	VERB			
མངའ་བ་	VERB			
མངའ་བདག་	NOUN			
མངའ་བདག་ཁྲི་རལ་	PROPN			
མངའ་བདག་འགྲོ་མགོན་ཞང་གཡུ་བྲག་པ་བརྩོན་འགྲུས་གྲགས་པ	PROPN			
མངའ་བདག་རྒྱལ་སྲས་	NOUN			
མངའ་བདག་རྗེ་བཙུན་	NOUN			
མངའ་བདག་སྐྱབས་རྗེ་ཡོངས་འཛིན་ཁྲི་བྱང་རྡོ་རྗེ་འཆང་	PROPN			
མངའ་བྱད་	NOUN			
མངའ་བྱད་བཟང་	ADJ			
མངའ་འབངས་	NOUN			
མངའ་རིས་	PROPN			
མངའ་རིས་ཁུལ་	OTHER			
མངའ་རིས་གུང་ཐང་	NOUN			
མངའ་རིས་དོལ་	PROPN			
མངའ་རིས་པ་འོ་བརྒྱད་	PROPN			
མངའ་རིས་སྐོར་གསུམ་	PROPN			
མངའ་རིས་སྨད་	OTHER			
མངར་	VERB			
མངར་པ་	VERB			
མངར་བ་	VERB			
མངར་སྐྱུར་	OTHER			
མངལ་	NOUN			
མངལ་བཟང་	NOUN			
མངལ་སྐྱེས་	NOUN			
མངས	VERB			
མངས་	VERB			
མངས་པ	VERB			
མངས་བ	VERB			
མངོན	VERB			
མངོན་	VERB			
མངོན་གསལ་	ADJ			
མངོན་གྱུར་	ADJ			
མངོན་དག	PROPN			
མངོན་པ	VERB			
མངོན་པ་	VERB			
མངོན་པ་ཀུན་བཏུས་	PROPN			
མངོན་པ་ཀུན་ལས་བཏུས	PROPN			
མངོན་པ་ཀུན་ལས་བཏུས་	PROPN			
མངོན་པ་མཛོད་	PROPN			
མངོན་པ་སྡེ་	NOUN			
མངོན་པར་	OTHER			
མངོན་པར་འཕགས་པ་གཤེགས་པ	PROPN			
མངོན་པར་ཤེས་པ་བཟང་པོ་	PROPN			
མངོན་པོ	ADJ			
མངོན་ཕྱུང་	OTHER			
མངོན་བ	VERB			
མངོན་བརྗོད་	NOUN			
མངོན་བསྟོད་	OTHER			
མངོན་བྱུང་	PROPN			
མངོན་མཁྱེན་	NOUN			
མངོན་མཐོ	NOUN			
མངོན་མཐོ་	NOUN			
མངོན་མཐོ་ངེས་ལེགས་	NOUN			
མངོན་ཞེན་	NOUN			
མངོན་རྗོད་	NOUN			
མངོན་རྟགས་	NOUN			
མངོན་རྟགས་རྒྱན་	PROPN			
མངོན་རྟོགས་	NOUN			
མངོན་རྟོགས་རྒྱན་	PROPN			
མངོན་རྟོགས་སྒོམ་ཆོ་ག་	NOUN			
མངོན་རྫོགས་བྱང་ཆུབ་	NOUN			
མངོན་རློམ་	NOUN			
མངོན་རློམ་འོད་ལྡན་	NOUN			
མངོན་ལ་ཀུན་ལས་བཏུས་	PROPN			
མངོན་ཤེས་	NOUN			
མངོན་ཤེས་ཅན་	NOUN			
མངོན་ཤེས་རིག་པ་མངའ་	NOUN			
མངོན་སུམ་	NOUN			
མངོན་སུམ་ལམ་	NOUN			
མངོན་སྡེབ་	OTHER			
མངྐུ་རེ	X			
མཆན་	NOUN			
མཆན་ཁུང་	NOUN			
མཆན་ཁུང་གཡས་གཡོན་	NOUN			
མཆན་བཅས་	OTHER			
མཆན་བཞི་	OTHER			
མཆན་བུ་	NOUN			
མཆན་འགོད་	OTHER			
མཆན་འགྲེལ་	NOUN			
མཆན་སྦྱར་	OTHER			
མཆན་སྦྱོར་	OTHER			
མཆམས་པ་	NOUN			
མཆར་ཆེ	ADJ			
མཆི	VERB			
མཆི་	VERB			
མཆི་པ	VERB			
མཆི་ཕྱག་	NOUN			
མཆི་བ	VERB			
མཆི་བ་	VERB			
མཆི་མ	NOUN			
མཆི་མ་	NOUN			
མཆིད་གཏམ་	OTHER			
མཆིད་ཤགས་	NOUN			
མཆིན་ནད་	OTHER			
མཆིན་པ	OTHER			
མཆིན་ཚད་	OTHER			
མཆིན་ལྡེམ་	OTHER			
མཆིམས་ནམ་མཁའ་གྲགས་	PROPN			
མཆིམས་པ་	PROPN			
མཆིམས་ཕུ	PROPN			
མཆིམས་ཕུ་གནམ་སྲལ	PROPN			
མཆིམས་མེ་ལན་	PROPN			
མཆིམས་ཤཱཀྱ་པྲ་བྷ	PROPN			
མཆིལ་པ	NOUN			
མཆིལ་མ	NOUN			
མཆིལ་ལྷམ་	NOUN			
མཆིལ་ལྷྭམ་	NOUN			
མཆིས	VERB			
མཆིས་	VERB			
མཆིས་པ	VERB			
མཆིས་པ་	VERB			
མཆིས་བྲང་	NOUN			
མཆུ	NOUN			
མཆུ་	NOUN			
མཆུ་ནད་	NOUN			
མཆུ་རིངས་	ADJ			
མཆུ་སྦྲེང་	OTHER			
མཆེ་བ	NOUN			
མཆེ་བ་	NOUN			
མཆེ་བ་དྲུག་པ་	ADJ			
མཆེ་བ་རྒས་རོ་རྩ	NOUN			
མཆེད	VERB			
མཆེད་	NOUN			
མཆེད་ཁུངས་	OTHER			
མཆེད་གསུམ་	OTHER			
མཆེད་གྲོགས་	NOUN			
མཆེད་པ	VERB			
མཆེད་པ་	VERB			
མཆེད་པར་	OTHER			
མཆེད་བརྒྱད་	OTHER			
མཆེད་ཟླ་	NOUN			
མཆེད་ལྕམ་	NOUN			
མཆོག	ADJ			
མཆོག་	ADJ			
མཆོག་གཏེར་	OTHER			
མཆོག་གཙོ	ADJ			
མཆོག་གྱུར་	ADJ			
མཆོག་གྱུར་ཞི་བ་	NOUN			
མཆོག་ཆོས་	NOUN			
མཆོག་ཉིད་	NOUN			
མཆོག་ཏུ་	OTHER			
མཆོག་ཏུ་དགའ་བ	PROPN			
མཆོག་ཐུན་	OTHER			
མཆོག་ཐོབ་	OTHER			
མཆོག་དམན་	ADJ			
མཆོག་བདུན་	OTHER			
མཆོག་ཟུང་	NOUN			
མཆོག་ལྡན་	OTHER			
མཆོག་ལྡན་པ་	PROPN			
མཆོག་སྐུ་	OTHER			
མཆོག་སྟེར་	OTHER			
མཆོག་སྤྲུལ་	OTHER			
མཆོག་སྦྱིན་	NOUN			
མཆོག་སྲེད་	PROPN			
མཆོང་	VERB			
མཆོང་གྲབ་	VERB			
མཆོང་པ་	VERB			
མཆོང་བ	VERB			
མཆོང་བ་	VERB			
མཆོང་ལུང་ཁྱུང་གི་རྫོང་	PROPN			
མཆོང་ལུང་བྲག་	PROPN			
མཆོང་སྐྱོད་	OTHER			
མཆོངས	VERB			
མཆོངས་	VERB			
མཆོངས་པ	VERB			
མཆོངས་པ་	VERB			
མཆོད	VERB			
མཆོད་	VERB			
མཆོད་ཀོང་	NOUN			
མཆོད་ཁང་	NOUN			
མཆོད་གཏོར་	OTHER			
མཆོད་གནས་	NOUN			
མཆོད་ཆ་	NOUN			
མཆོད་དཀྲིགས་	OTHER			
མཆོད་པ	VERB			
མཆོད་པ་	VERB			
མཆོད་བ་	VERB			
མཆོད་བརྗོད་	NOUN			
མཆོད་བཤད་	OTHER			
མཆོད་བསྟོད་	NOUN			
མཆོད་མཚམས་བཅས་	ADJ			
མཆོད་མེ	NOUN			
མཆོད་མེ་	OTHER			
མཆོད་ཚིག་	NOUN			
མཆོད་འབུལ	NOUN			
མཆོད་འབུལ་	NOUN			
མཆོད་ཡོན་	OTHER			
མཆོད་ཡོན་མེ་ཏོག་བདུག་སྤོས་	NOUN			
མཆོད་རྟེན་	NOUN			
མཆོད་རྟེན་ཀུན་དགའ་ར་བ་	NOUN			
མཆོད་རྟེན་བརྒྱད་ཀྱི་བསྟོད་པ	PROPN			
མཆོད་རྟེན་རི་	PROPN			
མཆོད་རྟེན་ལྷ་ཁང་	NOUN			
མཆོད་རྫས་	NOUN			
མཆོད་ལྕམ་	NOUN			
མཆོད་སྟོན་	NOUN			
མཆོད་སྟོན་གསོལ་ཡོན་	NOUN			
མཆོད་སྡོང་	NOUN			
མཆོད་སྤྲིན་	OTHER			
མཆོད་སྦྱིན་	NOUN			
མཇལ	VERB			
མཇལ་	VERB			
མཇལ་ཁ་	OTHER			
མཇལ་ཐབས་	VERB			
མཇལ་བ	VERB			
མཇལ་བ་	VERB			
མཇལ་ཚུལ	VERB			
མཇལ་ཚུལ་	VERB			
མཇལ་འཛོམ་	OTHER			
མཇལ་ལུགས་	VERB			
མཇལ་སྣ	NOUN			
མཇལ་སྣ་	NOUN			
མཇུག་	NOUN			
མཇུག་ཏུ་རྣམ་འགྲེལ་	PROPN			
མཇུག་དོན་	OTHER			
མཇུག་པོ་བཀོད་པ་	PROPN			
མཇུག་མ་	NOUN			
མཇུག་མ་བསྒྱུར་བ	PROPN			
མཇུག་མཐ	OTHER			
མཇུག་རྫོགས་	NOUN			
མཇུག་སྒྲོ་	OTHER			
མཇུག་སྡུད་	NOUN			
མཇེད་	VERB			
མཇེད་པ	VERB			
མཇེད་པ་	VERB			
མཇོ་ཡུ་	NOUN			
མཇོད་	NOUN			
མཉན་	VERB			
མཉན་པ	VERB			
མཉན་པ་	VERB			
མཉན་ཚུལ་	VERB			
མཉན་ཡོད་	PROPN			
མཉམ	VERB			
མཉམ་	VERB			
མཉམ་གཞག་	NOUN			
མཉམ་གླེང་	OTHER			
མཉམ་ཉིད	NOUN			
མཉམ་ཉིད་ཡེ་ཤེས་	NOUN			
མཉམ་དུ་ཡོད་པ	PROPN			
མཉམ་པ	VERB			
མཉམ་པ་	VERB			
མཉམ་པ་ཉིད་	NOUN			
མཉམ་པོ	ADJ			
མཉམ་པོ་	ADJ			
མཉམ་བགྲོད་	OTHER			
མཉམ་བཞག་	NOUN			
མཉམ་བཞག་འཕྲོ་རྒོད་	NOUN			
མཉམ་བཞད་	OTHER			
མཉམ་བསྒྲིགས་	OTHER			
མཉམ་བྲིས་	OTHER			
མཉམ་མེད་	ADJ			
མཉམ་མེད་དྭགས་པོ་ལྷ་རྗེ་	PROPN			
མཉམ་མེད་བླ་མ་རྗེ་	NOUN			
མཉམ་མེད་ཤེས་རབ་རྒྱལ་མཚན་	PROPN			
མཉམ་འགྲོས་	PROPN			
མཉམ་འབྲེལ་	OTHER			
མཉམ་རྗེས་	NOUN			
མཉམ་ལས་	OTHER			
མཉམ་ལས་ཁང་	OTHER			
མཉམ་ལས་ཅན་	OTHER			
མཉམ་སྒྲིག་	OTHER			
མཉམ་སྦྲགས་	OTHER			
མཉམ་སྦྲེལ་	PROPN			
མཉས་པ་	OTHER			
མཉེ་བ་	VERB			
མཉེན་	VERB			
མཉེན་ཆས་	OTHER			
མཉེན་འཇམ་	OTHER			
མཉེལ་	VERB			
མཉེས་	VERB			
མཉེས་པ	VERB			
མཉེས་པ་	VERB			
མཉེས་པོ་	ADJ			
མཉེས་བྱེད་	OTHER			
མཉེས་མཉེས་	NOUN			
མཉྫུ་གྷོ་ཥ་	PROPN			
མཉྫུ་ཤྲཱི་ཝརྨྨ་	PROPN			
མཎྚལ་	NOUN			
མཎྜལ་	NOUN			
མཐ	NOUN			
མཐའ	NOUN			
མཐའ་	NOUN			
མཐའ་གཅོད་	OTHER			
མཐའ་གཉིས་	OTHER			
མཐའ་གཉིས་པོ་	NOUN			
མཐའ་ཐོག་	NOUN			
མཐའ་དག་	DET			
མཐའ་དཔྱད་	OTHER			
མཐའ་དཔྱོད་	OTHER			
མཐའ་དཔྱོད་རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་དཔལ་བཟང་པོ	PROPN			
མཐའ་དམག་	OTHER			
མཐའ་དྲུག་ཚུལ་བཞི	NOUN			
མཐའ་བ་	OTHER			
མཐའ་བཞི་རྒྱལ་འཕགས་	PROPN			
མཐའ་བསལ་	OTHER			
མཐའ་བྲལ་	NOUN			
མཐའ་བྲལ་ཕྱག་རྒྱ་	NOUN			
མཐའ་མ	NOUN			
མཐའ་མ་	NOUN			
མཐའ་མ་དེ་བཞིན་གཤེགས་པ་	NOUN			
མཐའ་མཇུག་	OTHER			
མཐའ་འཁོབ་	NOUN			
མཐའ་འཁོབ་འདྲ་མ་	PROPN			
མཐའ་འཁོར་	OTHER			
མཐའ་འཁྱོངས་	OTHER			
མཐའ་འདུལ་	NOUN			
མཐའ་ཡས་	ADJ			
མཐའ་ཡས་པ	ADJ			
མཐའ་ཡས་པ་	ADJ			
མཐའ་རྒྱ་མཚོ	NOUN			
མཐའ་ལོགས་	NOUN			
མཐའ་ལྕགས་རི	NOUN			
མཐའ་སེལ་	OTHER			
མཐའ་སྡུད་	OTHER			
མཐའ་སྣང་	NOUN			
མཐར་གྱིས་པ་	NOUN			
མཐར་ཆགས་	OTHER			
མཐར་ཐུག་	NOUN			
མཐར་ཐུག་གསང་སྔགས་	NOUN			
མཐར་ཐུག་མདོ་སྔགས་	NOUN			
མཐར་པ་	OTHER			
མཐར་ཕྱིན་	OTHER			
མཐར་ཕྱིན་ཁར་	OTHER			
མཐར་ཕྱིན་པར་	OTHER			
མཐར་འགྲོ་ཞོན་	PROPN			
མཐར་འཛིན་	OTHER			
མཐར་ལམ་	OTHER			
མཐར་ལྡན་	OTHER			
མཐིང་ག་	ADJ			
མཐིང་གླིང་	OTHER			
མཐིལ་	NOUN			
མཐིལ་ཕྱིན་	OTHER			
མཐིལ་མེད་	OTHER			
མཐུ	NOUN			
མཐུ་	NOUN			
མཐུ་གཏད་	NOUN			
མཐུ་གཏད་སེར་	NOUN			
མཐུ་ཆུང་	NOUN			
མཐུ་ཆེ	ADJ			
མཐུ་ཆེན	PROPN			
མཐུ་ཆེན་	PROPN			
མཐུ་ཆེན་ཆོས་ཀྱི་རྒྱལ་པོ་ངག་དབང་རྣམ་རྒྱལ་	PROPN			
མཐུ་ཆེན་ཐོབ་	PROPN			
མཐུ་བ་	VERB			
མཐུ་ཡིས	ADV			
མཐུ་རྩལ་	NOUN			
མཐུ་སྟོབས་	NOUN			
མཐུ་སྟོབས་དབང་ཕྱུག་	PROPN			
མཐུག་པ	VERB			
མཐུང་	OTHER			
མཐུད་	VERB			
མཐུད་པ	VERB			
མཐུད་མ་	NOUN			
མཐུན	VERB			
མཐུན་	VERB			
མཐུན་གྲོགས་	OTHER			
མཐུན་གླུ་	OTHER			
མཐུན་པ	VERB			
མཐུན་པ་	VERB			
མཐུན་ཕྱོགས་	OTHER			
མཐུན་བ་	VERB			
མཐུན་མོང་	OTHER			
མཐུན་ཚོགས་	PROPN			
མཐུན་འགྱུར་	ADJ			
མཐུན་འགྱུར་ཡི་རང་	NOUN			
མཐུན་འབྲེལ་	OTHER			
མཐུན་རྐྱེན་	NOUN			
མཐུན་རྐྱེན་ཚོགས་བསོག་བཀྲ་ཤིས་	NOUN			
མཐུན་རྐྱེན་རྣ་	NOUN			
མཐུན་སྒྲིལ་	OTHER			
མཐུན་སྦྱོར་	OTHER			
མཐེ་བོ	NOUN			
མཐེ་བོང་	NOUN			
མཐེ་བོང་ཅན་	ADJ			
མཐེབ་	NOUN			
མཐེབ་གོང་	PROPN			
མཐེབ་མཛུབ་མ་	OTHER			
མཐེའུ་ཆུང་	NOUN			
མཐོ	VERB			
མཐོ་	VERB			
མཐོ་ཁྱད་	NOUN			
མཐོ་གང་	NOUN			
མཐོ་གླིང་	PROPN			
མཐོ་གླིང་དགོན་	OTHER			
མཐོ་ཆེད་འབྲིང་	OTHER			
མཐོ་ཇེ་	OTHER			
མཐོ་ཐབ་	OTHER			
མཐོ་དམན་	NOUN			
མཐོ་བ	VERB			
མཐོ་བ་	VERB			
མཐོ་བཙན་ལེགས་	ADJ			
མཐོ་བཙུན་གྲུབ་རྗེ་	PROPN			
མཐོ་འབྲིང་	OTHER			
མཐོ་རིམ་	OTHER			
མཐོ་རིས་	NOUN			
མཐོ་རིས་ཟེ་འབྲུ	NOUN			
མཐོ་རུ་	OTHER			
མཐོ་རྒྱུགས་	OTHER			
མཐོ་ལས་	PROPN			
མཐོ་ལས་དགོན་པ	PROPN			
མཐོ་ལྡན་	ADJ			
མཐོ་ལྡིང་	PROPN			
མཐོ་ཤོས་	OTHER			
མཐོ་ས	NOUN			
མཐོ་སྒང་	OTHER			
མཐོ་སློབ་	PROPN			
མཐོང་	VERB			
མཐོང་གསལ་	OTHER			
མཐོང་གྲོལ་	OTHER			
མཐོང་གྲོལ་རྟེན་	NOUN			
མཐོང་གླིང་	OTHER			
མཐོང་ཆ་འཇོགས་	OTHER			
མཐོང་ཆེ་	OTHER			
མཐོང་ཐོས་	OTHER			
མཐོང་ཐོས་དྲན་རེག་	NOUN			
མཐོང་ཐོས་མྱོང་	OTHER			
