# form	pos	lemma	sense	freq
བྲམ་ཟེ་ཆོས་	NOUN			
བྲམ་ཟེ་ཆོས་དོན་	NOUN			
བྲམ་ཟེ་མོ་	NOUN			
བྲམ་ཟེ་ཡོན་ཏན་	NOUN			
བྲམ་ཟེ་རབ་ཧུ་	NOUN			
བྲམ་ཟེ་རྒན་རྒན་	NOUN			
བྲམ་ཟེ་རྒྱམཚོའི་སྙིང་པོ་	PROPN			
བྲལ	VERB			
བྲལ་	VERB			
བྲལ་བ	VERB			
བྲལ་བ་	VERB			
བྲལ་བ་འགོག་བདེན་	NOUN			
བྲལ་བྱེད་ལམ་	NOUN			
བྲས་བུ་ཉོན་མོངས་པ་	NOUN			
བྲི	VERB			
བྲི་ཀ་མ་ལ་ཤཱི་ལ	PROPN			
བྲི་ཐབས་	OTHER			
བྲི་བ	VERB			
བྲི་བ་	VERB			
བྲི་བྱ་ཚོན་	OTHER			
བྲི་ཛི	PROPN			
བྲིན	VERB			
བྲིན་	PROPN			
བྲིན་པ	NOUN			
བྲིན་པ་	VERB			
བྲིན་སྡིང་མ	PROPN			
བྲིན་སྡིངས་མ་	PROPN			
བྲིམ་	VERB			
བྲིམས་	VERB			
བྲིམས་པ	VERB			
བྲིས	VERB			
བྲིས་	VERB			
བྲིས་ཆ་	OTHER			
བྲིས་ཐང་	OTHER			
བྲིས་པ	VERB			
བྲིས་པ་	VERB			
བྲིས་འབུར་	OTHER			
བྲིས་རྐོས་	NOUN			
བྲིས་རྒྱུན་	OTHER			
བྲིས་སྐུ་	NOUN			
བྲུ་	PROPN			
བྲུ་བ་	VERB			
བྲུ་ཤ་	PROPN			
བྲུན་	NOUN			
བྲུལ་ཚོ་	NOUN			
བྲུས་	VERB			
བྲུས་པ་	VERB			
བྲེ	NOUN			
བྲེ་	NOUN			
བྲེ་པེ་སྟན་ཆུང་	PROPN			
བྲེ་བཙུན་སྔོན་མོ་	PROPN			
བྲེ་བོ་	PROPN			
བྲེ་བོ་ཆེ	ADJ			
བྲེ་བོ་ཆེ་	NOUN			
བྲེ་མོ	PROPN			
བྲེ་མོ་	NOUN			
བྲེག་	VERB			
བྲེགས་	VERB			
བྲེང་	VERB			
བྲེན་མོ་	NOUN			
བྲེའུ་ཆུང་	NOUN			
བྲེའོ་ཟས	PROPN			
བྲེལ་	VERB			
བྲེལ་བ	VERB			
བྲེལ་བ་	VERB			
བྲེས	VERB			
བྲེས་པ་	VERB			
བྲོ	VERB			
བྲོ་	VERB			
བྲོ་གཞས་	OTHER			
བྲོ་གར་	OTHER			
བྲོ་བ	VERB			
བྲོ་བ་	VERB			
བྲོ་ཚིག་	OTHER			
བྲོ་ར་	OTHER			
བྲོ་ལྡན་	OTHER			
བྲོད	VERB			
བྲོད་	VERB			
བྲོད་པ	VERB			
བྲོད་པ་	VERB			
བྲོན་པ་	VERB			
བྲོལ	VERB			
བྲོས	VERB			
བྲོས་	VERB			
བྲོས་པ	VERB			
བྲོས་པ་	VERB			
བྲོས་བྱོལ་	OTHER			
བླ	VERB			
བླ་	NOUN			
བླ་ཁག་	OTHER			
བླ་གཏེར་	NOUN			
བླ་གབ་	NOUN			
བླ་གཡེ	OTHER			
བླ་གོས་	NOUN			
བླ་ཆུང་	PROPN			
བླ་ཆེན་	PROPN			
བླ་དགོངས་པ་གསལ	PROPN			
བླ་དགོན་	OTHER			
བླ་དཔོན་	OTHER			
བླ་དབྱེ	NOUN			
བླ་དབྱེ་	NOUN			
བླ་ན་མེད་པ་	OTHER			
བླ་བ	NOUN			
བླ་བརྒྱུད་	OTHER			
བླ་བརྒྱུད་པ	OTHER			
བླ་བྲང་	OTHER			
བླ་བྲེས་	NOUN			
བླ་མ	NOUN			
བླ་མ་	NOUN			
བླ་མ་གྲུབ་ཐོབ་	NOUN			
བླ་མ་ཆོས་རྒྱལ་	PROPN			
བླ་མ་ཏི་ཤྲི་ཀུན་དགའ་བློ་གྲོས་རྒྱལ་མཚན་དཔལ་བཟང་པོ་	PROPN			
བླ་མ་དཀོན་མཆོག་	NOUN			
བླ་མ་བཟང་	NOUN			
བླ་མ་མཁའ་འགྲོ	NOUN			
བླ་མ་ཟིལ་	NOUN			
བླ་མ་འཕྲིན་ལས་	NOUN			
བླ་མ་ཡབ་ཡུམ་	NOUN			
བླ་མ་ཡི་དམ་	NOUN			
བླ་མ་ཡི་དམ་མཁའ་འགྲོ	NOUN			
བླ་མ་ཡི་དམ་མཁའ་འགྲོ་	NOUN			
བླ་མ་ཡི་དམ་མཁའ་འགྲོ་ཆོས་སྐྱོང་	NOUN			
བླ་མ་ཡིད་དམ་མཁའ་འགྲོ་	NOUN			
བླ་མ་རྡོ་རྗེ་གདན་པ་	PROPN			
བླ་མ་སྐུ་མཆེད་	NOUN			
བླ་མ་སྡོམ་	NOUN			
བླ་མཆོད་	NOUN			
བླ་མའ་	NOUN			
བླ་མེད་	ADJ			
བླ་མེད་གསུང་	NOUN			
བླ་མེད་ཐེག་ཆེན་	NOUN			
བླ་མེད་ཐེག་པ་	NOUN			
བླ་མེད་བྱང་ཆུབ་	NOUN			
བླ་མེད་རྡོ་རྗེ་ཐེག་པ	NOUN			
བླ་འགུགས་	PROPN			
བླ་ཡེ	NOUN			
བླ་ཡེ་	NOUN			
བླ་རབས་	OTHER			
བླ་རུང་	PROPN			
བླ་རེ	NOUN			
བླ་རེ་	NOUN			
བླ་རྗེ་	NOUN			
བླ་སེལ་	OTHER			
བླ་སྒང་	OTHER			
བླ་སྒྲུབ་	OTHER			
བླ་སྒྲུབས་	OTHER			
བླ་སྡེ	NOUN			
བླ་སྨན་	OTHER			
བླ་སྲོག་	OTHER			
བླག་མེད་པ་	ADJ			
བླག་ཤ་	NOUN			
བླགས་	VERB			
བླང་	VERB			
བླང་དོར་	NOUN			
བླང་བ	VERB			
བླང་བ་	VERB			
བླངས	VERB			
བླངས་	VERB			
བླངས་དམག་	OTHER			
བླངས་པ	VERB			
བླངས་པ་	VERB			
བླམ་	OTHER			
བླུ	VERB			
བླུ་	VERB			
བླུག	VERB			
བླུག་	VERB			
བླུག་པ་	VERB			
བླུགས	VERB			
བླུགས་	VERB			
བླུགས་པ	VERB			
བླུད་	VERB			
བླུན་	VERB			
བླུན་པོ	NOUN			
བླུན་པོ་	ADJ			
བླུན་རྟགས་	NOUN			
བླུས་	VERB			
བློ	NOUN			
བློ་	NOUN			
བློ་ཁ་	NOUN			
བློ་ཁོག་	NOUN			
བློ་གཏད་	NOUN			
བློ་གཏེར་	PROPN			
བློ་གཞས་	OTHER			
བློ་གསར་	OTHER			
བློ་གསལ་	OTHER			
བློ་གསལ་རྒྱ་མཚོ་	PROPN			
བློ་གྲོས་	NOUN			
བློ་གྲོས་གྲགས་པ	PROPN			
བློ་གྲོས་ཅན་	NOUN			
བློ་གྲོས་བརྟན་པ	PROPN			
བློ་གྲོས་བརྟན་པ་	PROPN			
བློ་གྲོས་མཐའ་ཡས་	PROPN			
བློ་གྲོས་རབ་རིབ་བ	NOUN			
བློ་གྲོས་རྒྱ་མཚོ	PROPN			
བློ་གྲོས་ལེགས་བཟང་	PROPN			
བློ་གླུ་	OTHER			
བློ་ངན	NOUN			
བློ་ངན་	NOUN			
བློ་ཅན་	NOUN			
བློ་ཆུང་	NOUN			
བློ་ཐག་	OTHER			
བློ་ཐུབ་	OTHER			
བློ་དཀར་	OTHER			
བློ་དབང་པོ་	NOUN			
བློ་དམན་	NOUN			
བློ་དམན་པ་	OTHER			
བློ་ཕྱོགས་	NOUN			
བློ་བཟང་	PROPN			
བློ་བཟང་གྲགས་བ་	PROPN			
བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན་	PROPN			
བློ་བཟང་ཐུབ་བསྟན་ཆོས་ཀྱི་ཉི་མ་	PROPN			
བློ་བཟང་དཔལ་ལྡན་བསྟན་འཛིན་ཡར་རྒྱས་	PROPN			
བློ་བཟང་དབང་ཕྱུག་	PROPN			
བློ་བཟང་བཀྲ་ཤིས་	PROPN			
བློ་བཟང་བཤད་སྒྲུབ་རྒྱ་མཚོ	PROPN			
བློ་བཟང་བསོད་ནམས་རྒྱ་མཚོ་དཔལ་བཟང་པོ	PROPN			
བློ་བཟང་བསྟན་འཛིན་	PROPN			
བློ་བཟང་བསྟན་འཛིན་འཇིགས་མེད་ཡེ་ཤེས་རྒྱ་མཚོ་	PROPN			
བློ་བཟང་བསྟན་འཛིན་འཇིགས་མེད་ཡེ་ཤེས་རྒྱ་མཚོ་དཔལ་བཟང་པོ་	OTHER			
བློ་བཟང་བྱམས་པ་རབ་རྒྱས་	PROPN			
བློ་བཟང་ཚུལ་ཁྲིམས་	PROPN			
བློ་བཟང་ཚུལ་ཁྲིམས་བསྟན་པའི་རྒྱལ་མཚན་དཔལ་བཟང་པོ	PROPN			
བློ་བཟང་ཚུལ་ཁྲིམས་རྒྱ་མཚོ	PROPN			
བློ་བཟང་འཕྲིན་ལས་	PROPN			
བློ་བཟང་འཕྲིན་ལས་དཀོན་མཆོག་བསྟན་པ་རྒྱ་མཚོ་དཔལ་བཟང་པོ	PROPN			
བློ་བཟང་འཕྲིན་ལས་ལྷུན་གྲུབ་	PROPN			
བློ་བཟང་འཕྲིན་ལས་ལྷུན་གྲུབ་ཆོས་ཀྱི་རྒྱལ་མཚན་དཔལ་བཟང་པོ	PROPN			
བློ་བཟང་རབ་རྒྱས་	PROPN			
བློ་བཟང་ལུང་རྟོགས་བསྟན་པ	PROPN			
བློ་བཟང་སྐྱོ་བ་མེད་ལྡན་བརྩེ་བ་ཅན	NOUN			
བློ་བརྟན་	PROPN			
བློ་བསྐྱེད་	OTHER			
བློ་བུ	ADV			
བློ་མ་	NOUN			
བློ་མཐའ་ཡས་	PROPN			
བློ་མཐུན་	OTHER			
བློ་མུན་	NOUN			
བློ་ཟེ་	OTHER			
བློ་འགྱོད་	OTHER			
བློ་འདོད་	OTHER			
བློ་འབྱེད་	OTHER			
བློ་རིག་	OTHER			
བློ་རིག་ཅན་	OTHER			
བློ་རིགས་	OTHER			
བློ་རྒྱ་	NOUN			
བློ་རྟགས་	OTHER			
བློ་རྟོགས་	OTHER			
བློ་རྣོ་	ADJ			
བློ་རྣོ་བ	NOUN			
བློ་རྩ་	OTHER			
བློ་ལྡན་	NOUN			
བློ་ལྡན་བསྟན་པ་	NOUN			
བློ་ལྡན་ཚེ་	NOUN			
བློ་ལྡན་ཡོན་ཏན་	NOUN			
བློ་ལྡན་ཤེས་རབ་	PROPN			
བློ་སྐྱེ་	NOUN			
བློ་སྒོ་	OTHER			
བློ་སྟོབས་	NOUN			
བློ་སྟོབས་ཅན་	OTHER			
བློ་སྣ་	NOUN			
བློ་སྦྱོང་	OTHER			
བློ་སྦྱོང་བ་	OTHER			
བློ་སྨན་	OTHER			
བློན་	NOUN			
བློན་ཁྲི་བཞེར་སང་ཤི་	PROPN			
བློན་ཆེན་	OTHER			
བློན་ཆེན་པོ་	OTHER			
བློན་ཆེས་	PROPN			
བློན་ཆོས་	PROPN			
བློན་པ	VERB			
བློན་པོ	NOUN			
བློན་པོ་	NOUN			
བློན་མ་ཞང་གྲོམ་པ་སྐྱེས་	PROPN			
བློན་རབས་	NOUN			
བློས་	OTHER			
བློས་བསླངས་	OTHER			
བླ྄་མ་	NOUN			
བྷ་	X			
བྷ་ཀ་ལ་	OTHER			
བྷ་ཀུ་ལ	PROPN			
བྷ་ག་བི་ཧཱ་ར་	PROPN			
བྷ་ག་ལ་	PROPN			
བྷ་བྱ་	PROPN			
བྷ་བྱ་གྷོ་ཥ་	PROPN			
བྷ་ར་དྷྭ་ཛ	PROPN			
བྷ་ས་ལ་ཡི་རྟོག་པ	PROPN			
བྷཱ་ཝ་ན་	NOUN			
བྷཱ་ཥི་ཏ་	X			
བྷི་ན་ཡ་ཀ་	PROPN			
བྷུ་སུ་ཀུ་འདུ་ཤེས་གསུམ་པ་	PROPN			
བྷེ་གླིང་	OTHER			
བྷེ་ར་	OTHER			
བྷེལ་	OTHER			
བྷོ་ཊ	OTHER			
བྷཾ་ག་ལ	PROPN			
མ	NOUN			
མ་	PART			
མ་ཀི	DET			
མ་ཀི་	DET			
མ་ཁ་	PROPN			
མ་ཁ་སེ	PROPN			
མ་ཁེ་སི	OTHER			
མ་ཁོལ་	PROPN			
མ་ཁྱབ་ཀུན་རྫོབ་སྐྱོ་བ་ཅན	NOUN			
མ་ག་ངྷ	PROPN			
མ་ག་ངྷ་	PROPN			
མ་ག་དྷ	PROPN			
མ་ག་དྷ་	PROPN			
མ་ག་དྷར་	PROPN			
མ་ག་དྷཱ	PROPN			
མ་ག་དྷཱ་	PROPN			
མ་གཅིག་	PROPN			
མ་གཅིག་ལབ་སྒྲོན་	PROPN			
མ་གཞག་	OTHER			
མ་གཞིར་	OTHER			
མ་གཡུ་དྲག་	OTHER			
མ་གཤིན་	NOUN			
མ་གསང་	NOUN			
མ་གི	DET			
མ་གི་	DET			
མ་གྲུབ་	ADJ			
མ་ཅིག་	PROPN			
མ་ཆད་	ADJ			
མ་ཇོ	NOUN			
མ་ཉྫུ	OTHER			
མ་ཉྫུ་	OTHER			
མ་ཎི	OTHER			
མ་ཎི་	OTHER			
མ་ཎི་བྷ་དྲ་	PROPN			
མ་ཎྜ་ལ་	OTHER			
མ་ཏི་	PROPN			
མ་ཏི་ཙི་ཏྲ་	PROPN			
མ་ཐོག་	OTHER			
མ་དཀྲུགས་	OTHER			
མ་དག་གདུལ་བྱ	NOUN			
མ་དགོན་	NOUN			
མ་དད་	NOUN			
མ་དད་ཞེ་སྡང་བློ་ཅན་	NOUN			
མ་དཔེ་	OTHER			
མ་དཔྱད་པ་ལས་	PUNCT			
མ་དྲོས་	OTHER			
མ་དྷི	PROPN			
མ་ནད་	OTHER			
མ་ནཱ་སི་	OTHER			
མ་ནི	PROPN			
མ་ནིང་	OTHER			
མ་ནུས་སེམས་ཅན་	NOUN			
མ་ནོ་ཏ་	PROPN			
མ་ནོར་	OTHER			
མ་ནོར་བ་	OTHER			
མ་པ་	OTHER			
མ་ཕམ་	OTHER			
མ་ཕམ་པ	PROPN			
མ་ཕམ་བཅས་	OTHER			
མ་ཕྱི	NOUN			
མ་ཕྱི་	NOUN			
མ་ཕྱིར་	OTHER			
མ་བཅོས་	ADJ			
མ་བསླབ་	OTHER			
མ་བུ	OTHER			
མ་བུ་	NOUN			
མ་བུའི་སྡེ་བ	PROPN			
མ་བོས་	OTHER			
མ་བྱིན་ལེན་	NOUN			
མ་བྱུང་	OTHER			
མ་མ་	NOUN			
མ་མགོན་	OTHER			
མ་མཆིས་པ་	OTHER			
མ་མོ་	NOUN			
མ་མོ་ཇག་ཆིངས་	NOUN			
མ་མོ་ད་ཀཱ་སིཉྩ	X			
མ་མོ་བསྡུ་བ་	PROPN			
མ་ཙ་ལ	OTHER			
མ་ཞང་	PROPN			
མ་ཞང་གྲོམ་པ་སྐྱེས་	PROPN			
མ་ཞུ་བ་	OTHER			
མ་ཟད་མ་མ་	PROPN			
མ་འཁྲུལ་པར་	OTHER			
མ་འགག་	OTHER			
མ་འགོངས་	PROPN			
མ་འཇི་བྱིལ་	PROPN			
མ་འདྲིས་པ	OTHER			
མ་འོང་ལུང་བསྟན་	NOUN			
མ་འོངས་	NOUN			
མ་འོངས་པ	OTHER			
མ་འོངས་པ་	OTHER			
མ་ཡིག་	OTHER			
མ་ཡིན་	NOUN			
མ་ཡིན་པ	OTHER			
མ་ཡུམ་	NOUN			
མ་ཡེ་ཧར་ཝོལ་ཊི་	PROPN			
མ་རབས་	NOUN			
མ་རིག་	NOUN			
མ་རིག་གཉིད་	NOUN			
མ་རིག་མིག་	NOUN			
མ་རིག་མུན་	NOUN			
མ་རིག་མུན་པ	NOUN			
མ་རིག་མུན་པ་	NOUN			
མ་རིག་མུན་སེལ་	NOUN			
མ་རུ	PROPN			
མ་རུང་བ	OTHER			
མ་རྒན་	NOUN			
མ་རྒྱུད་	NOUN			
མ་རྒྱུད་བགྲོ་གླེང་	NOUN			
མ་རྟོགས་ལོག་རྟོགས་འཁྲུལ་རྟོགས་	NOUN			
མ་རྡུལ་	OTHER			
མ་རྩ	OTHER			
མ་ལ	PROPN			
མ་ལ་	INTJ			
མ་ལ་ཡ	OTHER			
མ་ལ་ཡ་	PROPN			
མ་ལ་སེམས་པ་ཤེས་རབ་	PROPN			
མ་ལག་	OTHER			
མ་ལཱ་ས་ནེ	X			
མ་ལི་ཀ	NOUN			
མ་ལི་ཀ་	OTHER			
མ་ལུས་	ADJ			
མ་ལུས་ནག་པོ་	PROPN			
མ་ལུས་པ་	OTHER			
མ་ལོན་པ	OTHER			
མ་ཤི་ཀ	OTHER			
མ་ཤི་ཀས་	OTHER			
མ་ཤི་བ་	PROPN			
མ་ཤོར་	OTHER			
མ་སང་	OTHER			
མ་སུ་རིར་	PROPN			
མ་སོན་པ	OTHER			
མ་སྐྱེས	NOUN			
མ་སྐྱེས་དག	PROPN			
མ་སྐྱེས་དགྲ	PROPN			
མ་སྐྱེས་དགྲ་	PROPN			
མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བའི་མདོ་	PROPN			
མ་སྐྱེས་དགྲས་	PROPN			
མ་སྨད	NOUN			
མ་སྨད་	NOUN			
མ་སྨད་པ	PROPN			
མ་སྲིང་	NOUN			
མ་ཧ་ཤ་ཀུན་ལི་	PROPN			
མ་ཧ་ཤ་ཀུལ་	PROPN			
མ་ཧཱ	NOUN			
མ་ཧཱ་	OTHER			
མ་ཧཱ་གུ་	PROPN			
མ་ཧཱ་དེ་བ་	PROPN			
མ་ཧཱ་དེ་ཤ་	PROPN			
མ་ཧཱ་དྷི་	PROPN			
མ་ཧཱ་པ་ཎྜི་ཏ་	X			
མ་ཧཱ་བོ་ངྷི་	PROPN			
མ་ཧཱ་བྷ་ཥ་	PROPN			
མ་ཧཱ་མ་ཡ	PROPN			
མ་ཧཱ་མ་ཡ་	PROPN			
མ་ཧཱ་མཱ་ཏ་	PROPN			
མ་ཧཱ་མཱ་ཡ	PROPN			
མ་ཧཱ་མཱ་ཡ་	PROPN			
མ་ཧཱ་མཱ་ཡཱ	PROPN			
མ་ཧཱ་མཱ་ཡཱ་	PROPN			
མ་ཧཱ་ཛ་ན་	PROPN			
མ་ཧཱ་ཡོ་ག་	NOUN			
མ་ཧི་ལ་	PROPN			
མ་ཧེ་ནྡྲ་སེ་ན	PROPN			
མ་ཧེ་ནྡྲ་སེ་ན་	PROPN			
མ་ཧེ་ལྡན་	PROPN			
མཁ	NOUN			
མཁན་	PROPN			
མཁན་ཆེན་	OTHER			
མཁན་ཆེན་ཆོས་དབྱིངས་ཁྱབ་བརྡལ་	PROPN			
མཁན་ཆེན་དགེ་འདུན་རྒྱ་མཚོ	PROPN			
མཁན་ཆེན་བློ་བཟང་རྡོ་རྗེ	PROPN			
མཁན་ཆེན་ཡིད་བཞིན་ནོར་བུ་འཇིགས་མེད་ཕུན་ཚོགས་འབྱུང་གནས་	PROPN			
མཁན་ཆེན་སྐྱབས་རྗེ་ཡོངས་འཛིན་	PROPN			
མཁན་པོ	NOUN			
མཁན་པོ་	NOUN			
མཁན་པོ་གཞོན་ནུ་ཤཱཀྱ	PROPN			
མཁན་པོ་ཐུགས་	NOUN			
མཁན་པོ་དམངས་རིགས་འདུལ་བ་	NOUN			
མཁན་པོ་བྲམ་ཟེ་	NOUN			
མཁན་པོ་རྗེ་རིགས་མཐའ་འཁོབ་	NOUN			
མཁན་བརྒྱུད་	NOUN			
མཁན་བུ	NOUN			
མཁན་བུ་	NOUN			
མཁན་བུ་རྒྱལ་བུ་ཚུལ་སེང་	PROPN			
མཁན་རབས་	OTHER			
མཁན་སློབ་	NOUN			
མཁན་སློབ་ཆོས་གསུམ་	NOUN			
མཁའ་	NOUN			
མཁའ་ཁྱབ་	NOUN			
མཁའ་གདན་	NOUN			
མཁའ་དབྱིངས་	OTHER			
མཁའ་མཉམ་	OTHER			
མཁའ་མཐ	NOUN			
མཁའ་མེ་	OTHER			
མཁའ་འགྲོ	NOUN			
མཁའ་འགྲོ་	NOUN			
མཁའ་འགྲོ་ཆོས་སྐྱོང་	NOUN			
མཁའ་འགྲོ་ཏཱ་རེ་	PROPN			
མཁའ་འགྲོ་མ	NOUN			
མཁའ་འགྲོ་མ་	NOUN			
མཁའ་འགྲོ་མ་རྡོ་རྗེ་གུ་	PROPN			
མཁའ་འགྲོ་མ་རྡོ་རྗེ་གུར་གྱི་རྒྱུད་	PROPN			
མཁའ་འགྲོ་སྐུ་གསུང་ཐུགས་	NOUN			
མཁའ་འགྲོ་སྙན་བརྒྱུད་	NOUN			
མཁའ་འགྲོ་སྙན་རྒྱུད་	NOUN			
མཁའ་འགྲོ་སྡེ་	NOUN			
མཁའ་ལྡིང་	NOUN			
མཁའ་སྤྱོད་	NOUN			
མཁའ་སྤྱོད་དབང་མོ	PROPN			
མཁའ་སྤྱོད་མ	PROPN			
མཁར	NOUN			
མཁར་	NOUN			
མཁར་གྲུ་གསུམ་	NOUN			
མཁར་གྲུ་བཞི	NOUN			
མཁར་གྲུ་བཞི་	NOUN			
མཁར་གྲུ་བཞི་འགྲམ་	NOUN			
མཁར་ཆུ་	OTHER			
མཁར་ཆུང་བ་	NOUN			
མཁར་ཆུང་རས་པ་	PROPN			
མཁར་ཆེ་	NOUN			
མཁར་ནག་	OTHER			
མཁར་ནང་	OTHER			
མཁར་བ་	NOUN			
མཁར་བྲག	PROPN			
མཁར་བྲག་	PROPN			
མཁར་མཚམས་	OTHER			
མཁར་ཞིང་	NOUN			
མཁར་ཟུར་	NOUN			
མཁར་རྩེ་	OTHER			
མཁར་ལས་	NOUN			
མཁར་ལུང་	PROPN			
མཁར་སྒོ	NOUN			
མཁར་སྒོ་	NOUN			
མཁལ་མ་	NOUN			
མཁས	VERB			
མཁས་	VERB			
མཁས་གྲགས་ཅན་	OTHER			
མཁས་གྲུབ་	NOUN			
མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་	PROPN			
མཁས་གྲུབ་དགེ་ལེགས་དཔལ་བཟང་པོ	PROPN			
མཁས་གྲུབ་བྱམས་པ་བཀྲ་ཤིས་	PROPN			
མཁས་གྲུབ་རྒྱ་མཚོ་དཔལ་བཟང་བོ	PROPN			
མཁས་གྲུབ་སངས་རྒྱས་ཡེ་ཤེས་	PROPN			
མཁས་གྲུབ་སྦྱིན་པ་དར་རྒྱས་	PROPN			
མཁས་གྲུབ་སྨྲ་བའི་ཁྱུ་མཆོག་དགེ་འདུན་བསྟན་དར་བ་	PROPN			
མཁས་ཅན་	OTHER			
མཁས་ཆུང་	ADJ			
མཁས་ཆེན་	OTHER			
མཁས་དགུ	OTHER			
མཁས་དབང་	OTHER			
མཁས་དབང་དགེ་འདུན་ཆོས་འཕེལ་	PROPN			
མཁས་དབང་བྱམས་པ་འཕྲིན་ལས་	PROPN			
མཁས་དབང་ཨང་ཀི་ཚེ་རིང་རྡོ་རྗེ	PROPN			
མཁས་པ	NOUN			
མཁས་པ་	VERB			
མཁས་པ་ཅན་	ADJ			
མཁས་པ་མཁས་པ་	NOUN			
མཁས་པོ་	ADJ			
མཁས་བ་	VERB			
མཁས་བཙུན་	NOUN			
མཁས་བཞི	OTHER			
མཁས་བརྒྱས་	OTHER			
མཁས་མ་	ADJ			
མཁས་མང་	OTHER			
མཁས་མཆོག་	NOUN			
མཁས་འཇུག་	OTHER			
མཁས་སྙན་	OTHER			
མཁས་སྙན་གྲྭ་ཚང་	PROPN			
མཁོ་ཆས་	OTHER			
མཁོ་ཆེ་བ་	OTHER			
མཁོ་བ	VERB			
མཁོ་བ་	VERB			
མཁོ་བསྡུས་	OTHER			
མཁོ་སྤྱོད་	OTHER			
མཁོན་ཀླུ	NOUN			
མཁྱུད་	VERB			
མཁྱེན	VERB			
མཁྱེན་	VERB			
མཁྱེན་ཁྲིད་	OTHER			
མཁྱེན་གཏེར་	OTHER			
མཁྱེན་གཟིགས་	OTHER			
མཁྱེན་ཐུགས་རྗེ	NOUN			
མཁྱེན་ནོར་	OTHER			
མཁྱེན་པ	VERB			
མཁྱེན་པ་	VERB			
མཁྱེན་པ་ཉིད་	OTHER			
མཁྱེན་བརྩེ	NOUN			
མཁྱེན་བརྩེ་	PROPN			
མཁྱེན་བརྩེ་ཅན་	ADJ			
མཁྱེན་བརྩེ་དབང་པོ	PROPN			
མཁྱེན་བརྩེ་འོད་ཟེར་འཇིགས་མེད་གླིང་པ	PROPN			
མཁྱེན་མི་	OTHER			
མཁྱེན་རབ་	NOUN			
མཁྱེན་རབ་ནོར་བུ	PROPN			
མཁྱེན་རབས་	PROPN			
མཁྲིག་མ་	NOUN			
མག་པ	NOUN			
མག་པ་	NOUN			
མགར་	PROPN			
མགར་ཆོས་	PROPN			
མགར་དབོན་	PROPN			
མགར་བ	NOUN			
མགར་བ་	NOUN			
མགར་ཚང་	OTHER			
མགར་སྟོན་	OTHER			
མགུ	VERB			
མགུ་	VERB			
མགུ་ཏོག་	OTHER			
མགུ་བ	VERB			
མགུ་བ་	VERB			
མགུ་སྐྱེད་	OTHER			
མགུར	NOUN			
མགུར་	NOUN			
མགུར་གླུ	OTHER			
མགུར་གླུ་	OTHER			
མགུར་ཆེན་	NOUN			
མགུར་དུང་	NOUN			
མགུར་མ	OTHER			
མགུར་མཚོ	OTHER			
མགུར་མཚོ་	OTHER			
མགུར་མོ་	OTHER			
མགུར་འབུམ་	OTHER			
མགུར་རྩོམ་	OTHER			
མགུལ་	NOUN			
མགུལ་གླུ་	OTHER			
མགུལ་པ་	NOUN			
མགུལ་བ	OTHER			
མགུལ་རྒྱན་	NOUN			
མགོ	NOUN			
མགོ་	NOUN			
མགོ་ཅན་	ADJ			
མགོ་ནད་	OTHER			
མགོ་པོ་	NOUN			
མགོ་བ་ཡེ་ཤེས་གཡུང་དྲུང་	PROPN			
མགོ་བོ	NOUN			
མགོ་བོ་	NOUN			
མགོ་མ་	NOUN			
མགོ་མཁྲེགས	ADJ			
མགོ་མཇུག་	NOUN			
མགོ་འདོན་	NOUN			
མགོ་འཕང་	NOUN			
མགོ་རྒོད	NOUN			
མགོ་རྒོད་	ADJ			
མགོ་ལེགས་	PROPN			
མགོ་ལོག་	OTHER			
མགོ་ལོག་ཁུལ་	PROPN			
མགོ་ལོག་ཁུལ་མི་རིགས་དགེ་ཐོན་སློབ་གྲྭ	PROPN			
མགོ་སྐོར་	NOUN			
མགོ་སྐྱེས་	NOUN			
མགོ་སྨོས་	OTHER			
མགོ་སྨོས་རྣམ་སྤྲོས་གོ་	NOUN			
མགོན	NOUN			
མགོན་	NOUN			
མགོན་གཉེན	PROPN			
མགོན་དཀར་	OTHER			
མགོན་པོ	NOUN			
མགོན་པོ་	NOUN			
མགོན་པོ་ཀུན་དགའ་ལེགས་པ	PROPN			
མགོན་པོ་བཙན་	PROPN			
མགོན་པོ་བརྩེགས་	PROPN			
མགོན་པོ་བསོད་ནམས་	PROPN			
མགོན་པོ་མངོན་འབྱུང་	PROPN			
མགོན་པོ་རྡོ་རྗེ	PROPN			
མགོན་པོས་	PROPN			
མགོན་མེད་	NOUN			
མགོན་མེད་ཟད་སྦྱིན་	PROPN			
མགོན་མེད་ཟས་སྦྱིན	PROPN			
མགོན་མེད་ཟས་སྦྱིན་	PROPN			
མགོན་སྐྱབས་	NOUN			
མགོན་སྤྱོད	PROPN			
མགོས་སྟོན་	PROPN			
མགྱོགས	VERB			
མགྱོགས་	VERB			
མགྱོགས་ཁྱད་	NOUN			
མགྱོགས་པ	VERB			
མགྱོགས་པ་	VERB			
མགྱོགས་པོ་	ADJ			
མགྲིན་	NOUN			
མགྲིན་གླུ་	OTHER			
མགྲིན་དབྱངས་	OTHER			
